Date,Product_Name,Supplier_ID,Order_Quantity,Demand_Quantity,Raw_Material_ID,Raw_Material_Quantity,Lead_Time,Production_Schedule,Production_Capacity,Machine_ID,Defective_Units,Production_Costs,Labor_Hours,Inventory_Levels,Order_Status,Transportation_Costs,Supplier_Rating,Transportation_Mode,Stockout_Risk,Product_Price,Location
2023-05-16,Pocari Sweat,SUP_49,338,2175,RM_2,2201,12,2023-05-25,3789,MAC_1,11,9910.1,57,2092,Pending,2778.79,1,Rail,0.89,848.68,"East Rickyland, Indonesia"
2023-05-17,Aqua,SUP_3,609,1935,RM_6,2910,23,2023-05-26,2313,MAC_20,47,8608.01,22,1281,Pending,1177.86,3,Air,0.41,754.71,"Jefferymouth, Indonesia"
2023-05-18,Kecap ABC,SUP_5,894,1971,RM_18,1682,11,2023-05-27,3867,MAC_11,38,7503.27,35,4261,Completed,869.9,4,Road,0.06,999.83,"Elizabethside, Indonesia"
2023-05-19,Indomie Goreng,SUP_49,553,1096,RM_3,2805,12,2023-05-28,4320,MAC_16,16,6121.04,17,3586,In-Transit,4399.63,1,Rail,0.47,865.24,"Port Ethan, Indonesia"
2023-05-20,Teh Botol Sosro,SUP_45,1833,1329,RM_3,2356,20,2023-05-29,1417,MAC_8,41,2804.21,35,480,In-Transit,4986.71,3,Rail,0.55,218.97,"Martintown, Indonesia"
2023-05-21,Kecap ABC,SUP_25,1610,884,RM_13,2265,23,2023-05-30,3675,MAC_17,40,1633.04,23,4976,Completed,4858.86,3,Rail,0.55,961.78,"Lake Katelynshire, Indonesia"
2023-05-22,Beng Beng,SUP_39,1996,537,RM_1,316,16,2023-05-31,3068,MAC_8,5,4872.91,50,4794,Completed,4123.69,4,Air,0.16,346.73,"Cynthiastad, Indonesia"
2023-05-23,Tolak Angin,SUP_29,1181,1394,RM_11,2781,29,2023-06-01,4871,MAC_6,40,4325.27,15,2656,In-Transit,4607.86,4,Road,0.78,611.76,"South Christophershire, Indonesia"
2023-05-24,Pocari Sweat,SUP_37,1757,1683,RM_18,1277,4,2023-06-02,4718,MAC_14,25,6907.57,25,2238,Completed,4628.64,2,Air,0.73,941.94,"South Kurt, Indonesia"
2023-05-25,SilverQueen,SUP_2,1757,578,RM_4,1428,4,2023-06-03,1871,MAC_8,0,2115.85,43,4138,Completed,964.17,4,Rail,0.23,222.02,"New Ericfurt, Indonesia"
2023-05-26,SilverQueen,SUP_43,1388,1300,RM_30,977,2,2023-06-04,4208,MAC_11,15,5840.22,49,2819,Pending,519.92,1,Sea,0.55,858.73,"Cisnerosview, Indonesia"
2023-05-27,Tolak Angin,SUP_8,824,519,RM_1,2026,16,2023-06-05,4466,MAC_2,45,7086.83,21,236,In-Transit,721.25,5,Road,0.79,953.62,"North Lisa, Indonesia"
2023-05-28,Beng Beng,SUP_48,1077,881,RM_3,1281,14,2023-06-06,2106,MAC_8,39,3340.18,10,3772,Pending,896.76,4,Sea,0.01,855.21,"Fordborough, Indonesia"
2023-05-29,SilverQueen,SUP_26,996,574,RM_7,1732,16,2023-06-07,3510,MAC_12,46,7910.14,38,3925,In-Transit,4129.99,4,Air,0.28,820.98,"West Johnbury, Indonesia"
2023-05-30,Beng Beng,SUP_31,341,967,RM_26,2300,22,2023-06-08,4769,MAC_10,15,4602.51,90,816,Pending,4712.25,5,Road,0.47,271.97,"Georgemouth, Indonesia"
2023-05-31,Indomie Goreng,SUP_12,1877,1505,RM_20,892,19,2023-06-09,2386,MAC_17,45,2045.0,91,1983,In-Transit,1824.01,5,Road,0.85,413.03,"Brittanytown, Indonesia"
2023-06-01,Beng Beng,SUP_26,175,1598,RM_6,1022,27,2023-06-10,2016,MAC_11,15,2350.32,58,531,In-Transit,268.38,3,Rail,0.8,762.73,"Marcusfurt, Indonesia"
2023-06-02,Kopiko,SUP_42,1828,1657,RM_20,134,29,2023-06-11,3379,MAC_13,38,3149.53,25,4060,Pending,1606.65,3,Air,0.15,126.98,"New Jose, Indonesia"
2023-06-03,Pocari Sweat,SUP_10,447,633,RM_12,2254,19,2023-06-12,660,MAC_9,28,2002.2,18,3924,Completed,3560.08,5,Rail,0.46,889.49,"North Teresa, Indonesia"
2023-06-04,Kopiko,SUP_11,1019,2055,RM_19,1461,10,2023-06-13,3362,MAC_1,49,5847.74,68,684,In-Transit,4720.23,5,Rail,0.3,218.15,"Lake Christopherland, Indonesia"
2023-06-05,Bintang Beer,SUP_1,1654,835,RM_24,2417,19,2023-06-14,824,MAC_7,48,9516.84,48,2704,Completed,2303.5,5,Air,0.4,569.16,"Haleyfurt, Indonesia"
2023-06-06,Kopiko,SUP_31,1757,446,RM_17,1798,12,2023-06-15,1137,MAC_8,25,9012.69,47,577,Completed,1746.73,1,Rail,0.54,114.01,"South Jonathanfurt, Indonesia"
2023-06-07,Beng Beng,SUP_30,241,1322,RM_4,1669,19,2023-06-16,784,MAC_13,29,3575.66,15,3989,Pending,3300.79,2,Air,0.5,193.34,"Hamiltontown, Indonesia"
2023-06-08,Indomie Goreng,SUP_43,1009,1459,RM_17,2887,7,2023-06-17,4782,MAC_11,32,8714.36,99,2481,Completed,1134.52,1,Sea,0.14,589.65,"Mortonside, Indonesia"
2023-06-09,Tolak Angin,SUP_28,1853,808,RM_10,2571,27,2023-06-18,2542,MAC_10,42,9563.22,90,2501,Completed,3852.49,2,Rail,0.12,638.3,"Port Tammy, Indonesia"
2023-06-10,Teh Botol Sosro,SUP_34,1971,1357,RM_2,2335,28,2023-06-19,4109,MAC_3,19,3294.59,97,3198,In-Transit,2128.76,3,Road,0.13,277.05,"Loganhaven, Indonesia"
2023-06-11,Indomie Goreng,SUP_44,1631,1121,RM_1,2648,18,2023-06-20,584,MAC_7,36,9100.21,83,4737,In-Transit,4888.63,5,Road,0.84,127.91,"Lake Brian, Indonesia"
2023-06-12,Tolak Angin,SUP_12,1979,902,RM_21,2949,25,2023-06-21,1237,MAC_3,12,9975.58,68,3837,In-Transit,4677.18,1,Sea,0.02,554.06,"North Elizabethview, Indonesia"
2023-06-13,Kecap ABC,SUP_13,1795,1900,RM_30,368,18,2023-06-22,4568,MAC_6,7,8077.88,12,4522,Completed,3360.31,5,Road,0.2,842.23,"Angelaville, Indonesia"
2023-06-14,Kopiko,SUP_3,873,1859,RM_30,2407,10,2023-06-23,3618,MAC_10,31,4207.12,28,4531,In-Transit,3275.11,5,Sea,0.96,209.43,"East Belindastad, Indonesia"
2023-06-15,Pocari Sweat,SUP_34,212,1438,RM_24,2032,21,2023-06-24,1987,MAC_2,17,6281.15,36,3662,In-Transit,703.44,5,Sea,0.07,694.65,"North Matthewshire, Indonesia"
2023-06-16,Teh Botol Sosro,SUP_42,592,269,RM_3,1171,29,2023-06-25,3936,MAC_2,44,3959.77,34,2329,In-Transit,1476.63,1,Rail,0.04,392.02,"Lake Patricia, Indonesia"
2023-06-17,Kecap ABC,SUP_14,449,1417,RM_14,207,4,2023-06-26,1203,MAC_2,40,9961.63,94,4504,Pending,4323.45,5,Air,0.39,943.66,"Lake Wesleyburgh, Indonesia"
2023-06-18,Aqua,SUP_28,864,399,RM_30,2874,24,2023-06-27,4769,MAC_13,10,1144.61,75,319,Completed,1878.62,3,Sea,0.15,91.75,"Rivastown, Indonesia"
2023-06-19,Beng Beng,SUP_23,890,176,RM_22,1472,25,2023-06-28,1224,MAC_2,37,8984.26,93,2973,Pending,2178.22,2,Road,0.57,49.57,"Burtonfurt, Indonesia"
2023-06-20,Indomie Goreng,SUP_30,1142,287,RM_4,2682,13,2023-06-29,590,MAC_18,42,1208.21,32,2416,Pending,4215.13,4,Road,0.34,133.07,"Maryborough, Indonesia"
2023-06-21,Aqua,SUP_42,1852,862,RM_10,678,22,2023-06-30,2269,MAC_12,46,900.88,72,2668,Pending,2191.94,3,Air,0.21,784.62,"New Morgan, Indonesia"
2023-06-22,Kopiko,SUP_45,316,999,RM_10,2819,4,2023-07-01,1176,MAC_20,13,9429.43,67,3707,In-Transit,4265.06,2,Rail,1.0,923.54,"Stephanieburgh, Indonesia"
2023-06-23,Bintang Beer,SUP_38,1623,1160,RM_5,614,5,2023-07-02,1846,MAC_19,39,8739.18,59,3668,Pending,440.2,4,Road,0.34,824.25,"Davidport, Indonesia"
2023-06-24,Kecap ABC,SUP_1,741,117,RM_11,1007,11,2023-07-03,2727,MAC_19,49,3934.84,17,1519,Completed,3486.27,5,Rail,0.64,720.65,"North Jennifer, Indonesia"
2023-06-25,Bintang Beer,SUP_27,813,1990,RM_18,2271,23,2023-07-04,4704,MAC_19,32,9596.56,60,3169,Pending,408.75,3,Sea,0.87,67.01,"Lake James, Indonesia"
2023-06-26,SilverQueen,SUP_37,1548,1676,RM_20,1319,29,2023-07-05,2874,MAC_15,40,8687.64,51,1175,Pending,3971.06,4,Road,0.92,221.67,"Lake Mary, Indonesia"
2023-06-27,Indomie Goreng,SUP_39,1816,1033,RM_6,2692,6,2023-07-06,2256,MAC_16,22,9068.84,72,3996,Completed,2805.87,4,Sea,0.41,936.03,"Millerbury, Indonesia"
2023-06-28,Beng Beng,SUP_42,510,1461,RM_25,1155,21,2023-07-07,4022,MAC_11,6,6153.6,40,1093,In-Transit,2823.78,4,Road,0.98,626.57,"South Donald, Indonesia"
2023-06-29,Teh Botol Sosro,SUP_50,610,1775,RM_7,2804,4,2023-07-08,1180,MAC_6,14,9604.12,68,4607,Pending,1945.77,5,Road,0.72,473.64,"Jaclynland, Indonesia"
2023-06-30,Indomie Goreng,SUP_50,207,2049,RM_27,1708,23,2023-07-09,1791,MAC_14,14,8191.03,91,3940,Completed,4526.35,2,Air,0.58,655.79,"Adamsmouth, Indonesia"
2023-07-01,Tolak Angin,SUP_48,204,1849,RM_18,2656,8,2023-07-10,4866,MAC_6,8,9429.55,99,414,Pending,2594.57,2,Sea,0.69,186.81,"East Dianamouth, Indonesia"
2023-07-02,Teh Botol Sosro,SUP_18,1678,1641,RM_14,2424,3,2023-07-11,3185,MAC_4,20,3174.35,97,3475,Pending,1376.14,3,Air,0.36,893.94,"North Brettchester, Indonesia"
2023-07-03,SilverQueen,SUP_2,388,1568,RM_12,1382,7,2023-07-12,2282,MAC_1,36,5554.93,60,3201,In-Transit,4138.24,5,Air,0.42,659.74,"Jessicaberg, Indonesia"
2023-07-04,SilverQueen,SUP_49,1550,1601,RM_27,1354,20,2023-07-13,3051,MAC_5,38,8742.8,66,616,Completed,4745.85,2,Air,0.59,476.53,"Carloschester, Indonesia"
2023-07-05,Tolak Angin,SUP_23,822,1122,RM_29,392,11,2023-07-14,2819,MAC_17,27,6007.43,14,2641,Pending,1287.23,3,Air,0.33,462.8,"Mitchellfort, Indonesia"
2023-07-06,Beng Beng,SUP_26,730,218,RM_21,2383,9,2023-07-15,4854,MAC_19,43,8110.43,84,4145,Pending,3065.8,2,Rail,0.77,824.15,"Thompsontown, Indonesia"
2023-07-07,Pocari Sweat,SUP_40,389,1571,RM_24,644,17,2023-07-16,737,MAC_15,5,9744.42,61,469,Completed,2984.0,1,Rail,0.25,314.79,"Robertview, Indonesia"
2023-07-08,Pocari Sweat,SUP_6,1457,576,RM_24,1811,3,2023-07-17,803,MAC_11,9,8143.35,97,808,Pending,3087.14,5,Rail,0.8,145.76,"West Kerri, Indonesia"
2023-07-09,Teh Botol Sosro,SUP_12,1991,680,RM_13,2805,17,2023-07-18,2126,MAC_7,14,3495.92,74,3929,In-Transit,2864.75,1,Sea,0.15,193.81,"Port Megan, Indonesia"
2023-07-10,Teh Botol Sosro,SUP_10,119,1006,RM_8,2790,22,2023-07-19,1753,MAC_9,23,1627.64,21,3569,Completed,590.87,2,Rail,0.22,90.32,"Port Amberside, Indonesia"
2023-07-11,SilverQueen,SUP_9,417,1986,RM_5,744,15,2023-07-20,2850,MAC_7,3,3091.09,32,4240,In-Transit,2121.18,2,Sea,0.75,512.78,"Lake Jamieport, Indonesia"
2023-07-12,Beng Beng,SUP_47,1586,191,RM_3,1327,25,2023-07-21,1426,MAC_8,46,6796.52,61,205,Completed,4930.01,1,Road,0.26,680.49,"South Ashley, Indonesia"
2023-07-13,Beng Beng,SUP_30,101,1788,RM_18,1651,26,2023-07-22,2498,MAC_13,49,603.97,98,1906,Pending,532.2,5,Rail,0.8,934.65,"North Larry, Indonesia"
2023-07-14,SilverQueen,SUP_39,315,1024,RM_30,958,14,2023-07-23,1942,MAC_3,34,2302.33,72,169,Completed,3381.21,3,Road,0.78,753.31,"Thompsonport, Indonesia"
2023-07-15,Bintang Beer,SUP_12,1723,1670,RM_1,684,24,2023-07-24,4759,MAC_8,14,3605.58,85,2510,Completed,4482.07,4,Rail,0.26,587.28,"Matthewside, Indonesia"
2023-07-16,Beng Beng,SUP_39,352,201,RM_23,2837,10,2023-07-25,2901,MAC_5,36,8814.64,12,1423,Completed,1083.22,1,Air,0.07,865.31,"Hahntown, Indonesia"
2023-07-17,SilverQueen,SUP_42,322,370,RM_24,2142,10,2023-07-26,3249,MAC_18,1,984.54,33,419,Pending,4031.86,5,Rail,0.17,893.29,"Amymouth, Indonesia"
2023-07-18,Aqua,SUP_50,1331,1056,RM_22,2332,9,2023-07-27,3335,MAC_5,46,974.39,99,396,Pending,1284.7,5,Sea,0.75,715.26,"Seanhaven, Indonesia"
2023-07-19,Kecap ABC,SUP_8,729,358,RM_19,1692,8,2023-07-28,4275,MAC_4,39,5741.93,88,3258,In-Transit,248.86,4,Road,0.85,65.72,"Kaitlinhaven, Indonesia"
2023-07-20,Aqua,SUP_3,167,1045,RM_11,1486,17,2023-07-29,1360,MAC_9,27,2188.78,51,2356,In-Transit,2653.55,3,Air,0.38,298.84,"Danielmouth, Indonesia"
2023-07-21,Kopiko,SUP_11,325,619,RM_13,2233,7,2023-07-30,1778,MAC_12,4,2801.04,30,4810,Pending,3583.28,3,Rail,0.16,342.82,"East Steven, Indonesia"
2023-07-22,Beng Beng,SUP_42,1714,1555,RM_25,932,29,2023-07-31,980,MAC_17,22,2250.24,94,303,Pending,1065.01,2,Air,0.08,997.41,"New Andreberg, Indonesia"
2023-07-23,Indomie Goreng,SUP_4,438,870,RM_3,2972,12,2023-08-01,2471,MAC_4,8,6025.27,94,3833,Completed,445.11,2,Road,0.22,469.52,"Manuelport, Indonesia"
2023-07-24,Indomie Goreng,SUP_45,1782,558,RM_9,2850,20,2023-08-02,1360,MAC_18,6,1027.7,34,279,Pending,2811.95,1,Sea,0.98,764.27,"Port Jenny, Indonesia"
2023-07-25,Pocari Sweat,SUP_35,467,979,RM_25,294,9,2023-08-03,607,MAC_7,3,9430.0,21,4296,In-Transit,823.83,3,Rail,0.17,815.66,"Louismouth, Indonesia"
2023-07-26,Bintang Beer,SUP_47,1615,1775,RM_19,2152,20,2023-08-04,4413,MAC_3,18,1669.81,57,4586,Pending,1003.14,1,Road,0.09,656.73,"Johnsonville, Indonesia"
2023-07-27,SilverQueen,SUP_6,1670,630,RM_10,505,16,2023-08-05,2511,MAC_20,7,9540.16,91,1994,In-Transit,3546.93,2,Road,0.79,28.09,"Melissastad, Indonesia"
2023-07-28,Bintang Beer,SUP_41,759,1208,RM_7,274,12,2023-08-06,2576,MAC_8,30,7892.23,83,1741,Pending,3099.32,1,Sea,0.62,29.16,"New Dustinside, Indonesia"
2023-07-29,Bintang Beer,SUP_11,1122,334,RM_20,2068,10,2023-08-07,2662,MAC_6,13,8366.15,79,4393,Pending,4740.17,4,Road,0.53,820.59,"East Thomasland, Indonesia"
2023-07-30,Teh Botol Sosro,SUP_4,458,1921,RM_6,1255,17,2023-08-08,1046,MAC_1,28,2141.68,66,447,Completed,1684.74,1,Air,0.45,741.85,"East Sarah, Indonesia"
2023-07-31,Teh Botol Sosro,SUP_4,1420,489,RM_27,2041,26,2023-08-09,3362,MAC_11,8,6861.65,38,1913,In-Transit,1150.51,2,Rail,0.7,540.76,"Lishire, Indonesia"
2023-08-01,Indomie Goreng,SUP_31,1757,1252,RM_11,699,14,2023-08-10,2476,MAC_18,36,8262.19,38,3162,Pending,3313.13,2,Road,0.7,256.38,"Lopezfort, Indonesia"
2023-08-02,Bintang Beer,SUP_38,512,1516,RM_11,2842,11,2023-08-11,3186,MAC_13,5,5801.34,55,3978,Completed,4862.79,4,Rail,0.42,95.85,"Curtisland, Indonesia"
2023-08-03,Kopiko,SUP_18,498,1953,RM_30,209,11,2023-08-12,4385,MAC_10,41,5735.21,18,2779,Completed,2812.05,4,Rail,0.23,172.63,"Port Danielle, Indonesia"
2023-08-04,Teh Botol Sosro,SUP_31,1079,2176,RM_3,2759,26,2023-08-13,2618,MAC_6,27,2014.43,41,850,In-Transit,1539.7,3,Sea,0.84,584.52,"West Joshuaborough, Indonesia"
2023-08-05,Beng Beng,SUP_11,643,1846,RM_26,1576,21,2023-08-14,893,MAC_9,44,4435.21,22,71,Completed,4561.3,4,Rail,0.16,550.37,"Lake Lisa, Indonesia"
2023-08-06,Beng Beng,SUP_30,752,633,RM_14,2986,10,2023-08-15,2337,MAC_14,9,1930.13,62,451,In-Transit,3090.94,4,Sea,0.53,941.85,"New Aprilbury, Indonesia"
2023-08-07,Bintang Beer,SUP_30,1514,2006,RM_10,327,29,2023-08-16,3156,MAC_20,44,9742.15,84,3864,In-Transit,1142.37,3,Road,0.69,957.7,"Port Christopher, Indonesia"
2023-08-08,Indomie Goreng,SUP_35,1945,1703,RM_9,843,3,2023-08-17,675,MAC_4,2,7006.08,63,1662,In-Transit,4753.12,4,Road,0.64,580.25,"South Johnborough, Indonesia"
2023-08-09,Kecap ABC,SUP_4,627,1675,RM_23,846,2,2023-08-18,4819,MAC_13,11,960.01,38,198,Completed,1437.75,5,Road,0.62,843.02,"North Amber, Indonesia"
2023-08-10,Kecap ABC,SUP_18,1389,1214,RM_7,2638,9,2023-08-19,4025,MAC_8,35,5029.3,60,4378,Completed,4502.57,5,Rail,0.66,814.13,"South Brenda, Indonesia"
2023-08-11,Pocari Sweat,SUP_50,348,1199,RM_5,1391,17,2023-08-20,983,MAC_9,10,6560.66,85,1174,In-Transit,3111.47,5,Rail,0.88,754.85,"North Shawn, Indonesia"
2023-08-12,Tolak Angin,SUP_24,283,1358,RM_2,2815,23,2023-08-21,4720,MAC_14,8,1408.58,58,3111,Completed,2562.97,4,Air,0.37,442.96,"Port Adam, Indonesia"
2023-08-13,Kopiko,SUP_36,1317,1776,RM_16,2661,12,2023-08-22,811,MAC_6,5,6817.39,50,4466,Completed,1729.58,2,Rail,0.63,395.51,"Port Audreyberg, Indonesia"
2023-08-14,Bintang Beer,SUP_16,1622,2023,RM_27,758,27,2023-08-23,1693,MAC_4,11,2184.4,95,2040,In-Transit,682.37,2,Sea,0.7,271.49,"Larsonside, Indonesia"
2023-08-15,Beng Beng,SUP_36,1801,1570,RM_28,1464,10,2023-08-24,1017,MAC_17,45,4374.85,99,4572,In-Transit,1299.58,3,Air,0.59,937.72,"Port Corey, Indonesia"
2023-08-16,Beng Beng,SUP_49,152,676,RM_17,2452,26,2023-08-25,763,MAC_12,40,6442.76,21,4153,Completed,1721.94,2,Rail,0.9,836.08,"New Joseph, Indonesia"
2023-08-17,Tolak Angin,SUP_46,181,1278,RM_5,467,20,2023-08-26,4211,MAC_14,7,3968.01,44,2595,In-Transit,1514.81,2,Air,0.65,185.34,"Williamston, Indonesia"
2023-08-18,Teh Botol Sosro,SUP_27,1669,1997,RM_4,671,19,2023-08-27,715,MAC_12,40,4118.4,13,713,In-Transit,459.3,3,Rail,0.42,259.94,"Katrinachester, Indonesia"
2023-08-19,Kecap ABC,SUP_8,1976,238,RM_2,2957,8,2023-08-28,3099,MAC_3,12,8514.35,54,2286,Pending,2940.93,5,Rail,0.85,585.51,"Jamesville, Indonesia"
2023-08-20,Indomie Goreng,SUP_25,1208,1354,RM_4,874,22,2023-08-29,3243,MAC_20,42,3438.02,58,4502,In-Transit,2428.38,3,Air,0.49,419.46,"New Sarahtown, Indonesia"
2023-08-21,Kecap ABC,SUP_22,1508,2189,RM_27,909,11,2023-08-30,2308,MAC_16,8,6724.35,83,2158,Pending,621.67,2,Sea,0.53,221.76,"North Eric, Indonesia"
2023-08-22,Kecap ABC,SUP_13,818,1592,RM_29,2332,7,2023-08-31,4939,MAC_7,19,8566.95,27,1455,Completed,2372.88,2,Sea,0.58,793.24,"Floydhaven, Indonesia"
2023-08-23,Kecap ABC,SUP_13,813,1721,RM_3,883,22,2023-09-01,1627,MAC_5,39,1950.17,55,1748,Completed,486.93,3,Rail,0.32,11.54,"Collinsstad, Indonesia"
2023-08-24,Kopiko,SUP_4,670,1511,RM_10,1750,5,2023-09-02,3055,MAC_19,9,936.32,92,2348,Pending,4664.49,4,Air,0.72,349.84,"Lake Michaelstad, Indonesia"
2023-08-25,SilverQueen,SUP_5,966,1405,RM_26,1545,2,2023-09-03,2861,MAC_8,40,8342.57,67,3948,Pending,1369.49,2,Sea,0.1,930.06,"Port Ellenport, Indonesia"
2023-08-26,Kopiko,SUP_42,1148,472,RM_30,399,5,2023-09-04,2481,MAC_8,26,5735.74,24,3580,Pending,3651.64,2,Sea,0.87,763.16,"Courtneyton, Indonesia"
2023-08-27,Tolak Angin,SUP_40,1666,921,RM_25,1379,27,2023-09-05,846,MAC_13,3,8363.16,67,2593,Pending,1331.12,3,Sea,0.75,407.27,"West Jeffrey, Indonesia"
2023-08-28,SilverQueen,SUP_11,685,1336,RM_16,2381,4,2023-09-06,1149,MAC_9,9,2523.84,32,3161,Pending,2425.11,2,Road,0.35,929.44,"New Meghanshire, Indonesia"
2023-08-29,Indomie Goreng,SUP_12,1126,320,RM_14,2960,4,2023-09-07,3217,MAC_5,48,8410.01,32,3571,Pending,4673.0,4,Sea,0.23,901.8,"New Rebecca, Indonesia"
2023-08-30,Kecap ABC,SUP_35,953,1733,RM_7,2390,15,2023-09-08,764,MAC_18,18,1405.45,94,581,Pending,4371.27,4,Rail,0.39,62.06,"Conradberg, Indonesia"
2023-08-31,Kecap ABC,SUP_14,713,1086,RM_2,769,6,2023-09-09,3745,MAC_8,9,8890.43,35,1094,Completed,3916.52,3,Rail,0.81,136.66,"Davidchester, Indonesia"
2023-09-01,Kopiko,SUP_19,293,653,RM_7,1511,2,2023-09-10,877,MAC_16,49,8314.07,43,2689,Pending,3971.94,1,Sea,0.03,393.36,"Port Davidview, Indonesia"
2023-09-02,SilverQueen,SUP_35,1850,209,RM_4,449,12,2023-09-11,3441,MAC_13,47,5889.68,50,2401,Pending,4134.96,5,Sea,0.47,930.1,"Lake Daniel, Indonesia"
2023-09-03,Pocari Sweat,SUP_45,1756,1845,RM_24,2438,7,2023-09-12,4275,MAC_3,22,6279.23,86,640,Completed,3738.92,4,Air,0.25,845.76,"North Cherylview, Indonesia"
2023-09-04,Kecap ABC,SUP_11,971,1048,RM_14,2720,3,2023-09-13,4310,MAC_13,35,3785.52,66,4728,Completed,4494.59,4,Road,0.87,57.28,"West Megan, Indonesia"
2023-09-05,Beng Beng,SUP_22,929,552,RM_5,1630,14,2023-09-14,3699,MAC_6,40,2415.35,34,109,Pending,1816.15,5,Rail,0.41,517.21,"Margaretville, Indonesia"
2023-09-06,Teh Botol Sosro,SUP_10,792,206,RM_10,1768,2,2023-09-15,2574,MAC_18,8,4826.66,63,3457,Pending,2678.03,3,Road,0.7,723.05,"Brianfort, Indonesia"
2023-09-07,Indomie Goreng,SUP_16,1979,104,RM_26,1457,28,2023-09-16,3655,MAC_6,1,6745.8,53,3817,In-Transit,3267.43,2,Air,0.36,283.16,"Martinborough, Indonesia"
2023-09-08,Indomie Goreng,SUP_1,1091,1267,RM_25,1548,9,2023-09-17,1739,MAC_10,18,9985.42,22,4035,Pending,1069.2,3,Sea,0.33,725.3,"South Davidshire, Indonesia"
2023-09-09,Kecap ABC,SUP_22,1500,236,RM_14,2956,11,2023-09-18,2446,MAC_17,7,8263.9,63,1563,In-Transit,2565.99,1,Sea,0.33,376.03,"Muellermouth, Indonesia"
2023-09-10,Beng Beng,SUP_13,1668,892,RM_13,1995,16,2023-09-19,4166,MAC_11,25,4625.92,36,2150,In-Transit,707.99,1,Road,0.68,281.32,"Josephberg, Indonesia"
2023-09-11,Beng Beng,SUP_6,1876,1771,RM_29,1919,4,2023-09-20,3877,MAC_11,35,7560.85,17,4499,Completed,3097.04,5,Rail,0.96,398.64,"Georgestad, Indonesia"
2023-09-12,Bintang Beer,SUP_49,1214,1763,RM_24,237,7,2023-09-21,2334,MAC_4,10,1526.45,52,3236,In-Transit,578.34,1,Sea,0.21,951.29,"Theresaborough, Indonesia"
2023-09-13,Pocari Sweat,SUP_48,752,514,RM_3,2265,3,2023-09-22,3612,MAC_5,2,4442.84,79,1594,Pending,2566.43,1,Road,0.64,906.24,"West Robert, Indonesia"
2023-09-14,Kopiko,SUP_43,584,296,RM_19,736,22,2023-09-23,2495,MAC_15,29,4536.78,86,2296,In-Transit,2362.07,5,Air,0.27,914.81,"West Dianeport, Indonesia"
2023-09-15,Beng Beng,SUP_27,1674,1619,RM_25,1303,26,2023-09-24,1371,MAC_20,17,9988.83,93,4901,Completed,647.78,5,Road,0.55,918.21,"Port Dylanburgh, Indonesia"
2023-09-16,SilverQueen,SUP_38,1152,695,RM_8,321,24,2023-09-25,2565,MAC_20,16,4214.64,64,4638,In-Transit,2252.75,5,Road,0.54,186.49,"New Jeremyburgh, Indonesia"
2023-09-17,Aqua,SUP_4,204,1625,RM_12,1493,21,2023-09-26,2736,MAC_18,8,1291.18,73,4625,In-Transit,3421.25,5,Rail,0.45,897.1,"Stevensonton, Indonesia"
2023-09-18,Kopiko,SUP_16,1148,800,RM_12,259,4,2023-09-27,4675,MAC_17,29,1138.67,14,2460,In-Transit,3014.1,5,Road,0.5,220.15,"Lisafort, Indonesia"
2023-09-19,Beng Beng,SUP_42,593,822,RM_13,1327,10,2023-09-28,3880,MAC_10,15,7134.65,68,990,In-Transit,2344.43,4,Road,0.88,839.75,"Benjaminchester, Indonesia"
2023-09-20,Teh Botol Sosro,SUP_7,1398,2175,RM_26,2704,21,2023-09-29,1792,MAC_12,7,3246.38,36,830,In-Transit,1888.23,2,Road,0.09,546.48,"Sheenafurt, Indonesia"
2023-09-21,Aqua,SUP_29,1572,193,RM_29,627,6,2023-09-30,2147,MAC_17,40,8754.68,28,1782,In-Transit,381.2,5,Rail,0.83,247.56,"Shepherdburgh, Indonesia"
2023-09-22,SilverQueen,SUP_5,198,213,RM_1,2749,7,2023-10-01,2125,MAC_11,25,5088.0,74,531,In-Transit,4783.9,2,Air,0.46,404.54,"Gilbertbury, Indonesia"
2023-09-23,Indomie Goreng,SUP_15,1651,940,RM_11,2950,11,2023-10-02,4842,MAC_12,4,3638.54,77,1694,Completed,2073.27,1,Rail,0.33,439.04,"Laurenbury, Indonesia"
2023-09-24,Beng Beng,SUP_25,683,1247,RM_16,716,22,2023-10-03,4424,MAC_14,4,7711.59,75,4793,Pending,2140.74,4,Sea,0.18,735.84,"Jessicamouth, Indonesia"
2023-09-25,Aqua,SUP_31,298,1674,RM_26,2099,10,2023-10-04,688,MAC_4,45,4466.56,35,4486,Completed,728.88,5,Sea,0.81,609.96,"Samanthaside, Indonesia"
2023-09-26,Kecap ABC,SUP_36,1720,2050,RM_15,1780,2,2023-10-05,4005,MAC_4,23,7505.14,42,2271,In-Transit,2710.07,4,Road,0.59,818.61,"Carpenterport, Indonesia"
2023-09-27,Indomie Goreng,SUP_47,1853,112,RM_23,314,28,2023-10-06,3720,MAC_15,13,7283.87,47,1526,In-Transit,4898.18,3,Sea,0.73,402.84,"New Rebekahbury, Indonesia"
2023-09-28,Kopiko,SUP_34,1055,839,RM_14,2573,17,2023-10-07,1203,MAC_6,4,7370.51,16,982,Completed,1339.82,2,Rail,0.31,746.15,"Nguyenshire, Indonesia"
